date,state,fips,cases,deaths,location,mmwr_week,administered,admin_per_100k,recip_administered,administered_dose1_recip,administered_dose1_pop_pct,series_complete_yes,series_complete_pop_pct,additional_doses,additional_doses_vax_pct
2021-04-01,Washington,53,368049,5316,WA,13.0,3659886.0,480.62,3669264.0,2309959.0,0.303,1403264.0,0.184,,0.0
2021-04-01,West Virginia,54,142233,2683,WV,13.0,896388.0,500.18,886736.0,547917.0,0.306,347394.0,0.19399999999999998,,0.0
2021-04-01,Wisconsin,55,637117,7327,WI,13.0,2969294.0,509.97,2962248.0,1890610.0,0.325,1105832.0,0.19,,0.0
2021-04-01,Montana,30,104865,1438,MT,13.0,534273.0,499.89,537060.0,333966.0,0.312,210392.0,0.19699999999999998,,0.0
2021-04-01,Pennsylvania,42,1034263,25179,PA,13.0,6201769.0,484.44,6235324.0,4153159.0,0.324,2197732.0,0.172,,0.0
2021-04-01,Wyoming,56,56389,700,WY,13.0,270226.0,466.91,265569.0,161055.0,0.278,108971.0,0.188,,0.0
2021-04-01,Missouri,29,589546,8981,MO,13.0,2576981.0,419.88,2517932.0,1591306.0,0.259,954162.0,0.155,,0.0
2021-04-01,Minnesota,27,521745,6938,MN,13.0,2800651.0,496.6,2825759.0,1800657.0,0.319,1088094.0,0.193,,0.0
2021-04-01,Mississippi,28,305417,7048,MS,13.0,1160150.0,389.82,1163366.0,735846.0,0.247,452143.0,0.152,,0.0
2021-04-01,Alabama,01,515866,10553,AL,13.0,1771979.0,361.39,1819082.0,1184284.0,0.242,673773.0,0.13699999999999998,,0.0
2021-04-01,Alaska,02,62785,299,AK,13.0,411529.0,562.55,411294.0,250378.0,0.342,165325.0,0.226,,0.0
2021-04-01,Arizona,04,842200,16977,AZ,13.0,3512579.0,482.58,3434877.0,2194105.0,0.301,1267484.0,0.174,,0.0
2021-04-01,Arkansas,05,330609,5636,AR,13.0,1209965.0,400.94,1216601.0,803744.0,0.266,432735.0,0.14300000000000002,,0.0
2021-04-01,California,06,3671690,59396,CA,13.0,18604164.0,470.85,18580161.0,12376871.0,0.313,6485628.0,0.16399999999999998,,0.0
2021-04-01,Colorado,08,466368,6183,CO,13.0,2746030.0,476.85,2743916.0,1756207.0,0.305,1028324.0,0.179,,0.0
2021-04-01,Delaware,10,95188,1559,DE,13.0,473912.0,486.68,463437.0,309700.0,0.318,163586.0,0.168,,0.0
2021-04-01,District of Columbia,11,44656,1066,DC,13.0,381345.0,540.34,292770.0,198018.0,0.281,100548.0,0.142,,0.0
2021-04-01,Florida,12,2064517,33493,FL,13.0,9781739.0,455.44,9625678.0,6117321.0,0.285,3490647.0,0.163,,0.0
2021-04-01,Georgia,13,1036700,18536,GA,13.0,3950645.0,372.09,3919841.0,2584711.0,0.243,1327557.0,0.125,,0.0
2021-04-01,Connecticut,09,312468,7900,CT,13.0,1992899.0,558.97,1993795.0,1284258.0,0.36,743564.0,0.209,,0.0
2021-04-01,Idaho,16,181023,1967,ID,13.0,766703.0,429.03,771283.0,469042.0,0.262,300140.0,0.168,,0.0
2021-04-01,Hawaii,15,29888,460,HI,13.0,717790.0,506.96,724063.0,455591.0,0.322,276272.0,0.195,,0.0
2021-04-01,Massachusetts,25,638339,17217,MA,13.0,3685186.0,534.67,3670712.0,2404819.0,0.349,1341408.0,0.195,,0.0
2021-04-01,Maryland,24,413113,8303,MD,13.0,2882170.0,476.73,2934915.0,1923831.0,0.318,1075960.0,0.17800000000000002,,0.0
2021-04-01,Maine,23,50788,744,ME,13.0,715036.0,531.94,725201.0,472761.0,0.35200000000000004,271683.0,0.20199999999999999,,0.0
2021-04-01,Louisiana,22,445469,10161,LA,13.0,2003199.0,430.91,1969801.0,1236985.0,0.266,780225.0,0.168,,0.0
2021-04-01,Michigan,26,751999,17165,MI,13.0,4514072.0,452.0,4601754.0,2914902.0,0.292,1735920.0,0.174,,0.0
2021-04-01,Kansas,20,304685,4913,KS,13.0,1311354.0,450.12,1370654.0,887503.0,0.305,499609.0,0.171,,0.0
2021-04-01,Iowa,19,352137,5751,IA,13.0,1567904.0,496.95,1578468.0,987579.0,0.313,621545.0,0.19699999999999998,,0.0
2021-04-01,Indiana,18,691001,13048,IN,13.0,2840511.0,421.93,2848346.0,1733418.0,0.257,1147247.0,0.17,,0.0
2021-04-01,Illinois,17,1251829,23601,IL,13.0,6073419.0,479.29,6111411.0,4024047.0,0.318,2140575.0,0.16899999999999998,,0.0
2021-04-01,Kentucky,21,431160,6172,KY,13.0,2142945.0,479.66,2170018.0,1407333.0,0.315,798150.0,0.179,,0.0
2021-05-01,Oklahoma,40,448305,6788,OK,17.0,2699387.0,682.19,2658023.0,1529653.0,0.387,1183689.0,0.299,,0.0
2021-05-01,Nebraska,31,220032,2366,NE,17.0,1413371.0,730.65,1419597.0,833686.0,0.431,627277.0,0.324,,0.0
2021-05-01,Nevada,32,315438,5464,NV,17.0,2075542.0,673.84,2050786.0,1228338.0,0.39899999999999997,873639.0,0.284,,0.0
2021-05-01,New Hampshire,33,95163,1304,NH,17.0,1147521.0,843.94,1178721.0,823050.0,0.605,406448.0,0.299,,0.0
2021-05-01,New Jersey,34,998811,25588,NJ,17.0,7381197.0,831.01,7613543.0,4615887.0,0.52,3253642.0,0.366,,0.0
2021-05-01,New Mexico,35,197733,4069,NM,17.0,1817141.0,866.61,1839755.0,1073708.0,0.512,795559.0,0.379,,0.0
2021-05-01,New York,36,2050174,51791,NY,17.0,15858599.0,815.2,15789825.0,9345352.0,0.48,6861832.0,0.353,,0.0
2021-05-01,North Carolina,37,970673,12677,NC,17.0,7078485.0,674.91,7020442.0,4132341.0,0.39399999999999996,3103991.0,0.29600000000000004,,0.0
2021-05-01,North Dakota,38,107670,1525,ND,17.0,565496.0,742.06,537707.0,300087.0,0.39399999999999996,251660.0,0.33,,0.0
2021-05-01,Ohio,39,1074019,19284,OH,17.0,8461702.0,723.9,8353320.0,4745686.0,0.406,3838076.0,0.32799999999999996,,0.0
2021-05-01,Oregon,41,185621,2514,OR,17.0,3047459.0,722.53,3072648.0,1870231.0,0.44299999999999995,1285928.0,0.305,,0.0
2021-05-01,Wyoming,56,58142,707,WY,17.0,358222.0,618.95,350389.0,197208.0,0.341,162127.0,0.28,,0.0
2021-05-01,Rhode Island,44,148186,2671,RI,17.0,925022.0,873.19,918738.0,561055.0,0.53,393974.0,0.37200000000000005,,0.0
2021-05-01,South Carolina,45,579556,9506,SC,17.0,3273403.0,635.77,3261068.0,1891612.0,0.36700000000000005,1430024.0,0.278,,0.0
2021-05-01,South Dakota,46,122660,1967,SD,17.0,710757.0,803.42,713646.0,397714.0,0.45,334492.0,0.37799999999999995,,0.0
2021-05-01,Tennessee,47,832906,12100,TN,17.0,4055175.0,593.8,3983530.0,2356831.0,0.345,1699653.0,0.249,,0.0
2021-05-01,Texas,48,2891264,50455,TX,17.0,19090255.0,658.38,18513779.0,11164737.0,0.385,7960964.0,0.275,,0.0
2021-05-01,Utah,49,397798,2203,UT,17.0,2167644.0,676.13,2153013.0,1274391.0,0.39799999999999996,781308.0,0.244,,0.0
2021-05-01,Vermont,50,23032,247,VT,17.0,570823.0,914.8,561028.0,347866.0,0.557,236673.0,0.379,,0.0
2021-05-01,Virginia,51,660553,10777,VA,17.0,6751219.0,790.96,6783351.0,4056353.0,0.475,2868921.0,0.336,,0.0
2021-05-01,Washington,53,406546,5547,WA,17.0,5907522.0,775.79,5908332.0,3565288.0,0.46799999999999997,2493486.0,0.327,,0.0
2021-05-01,West Virginia,54,153498,2679,WV,17.0,1182570.0,659.86,1175692.0,643372.0,0.359,550960.0,0.307,,0.0
2021-05-01,Wisconsin,55,661414,7569,WI,17.0,4700739.0,807.35,4667163.0,2674704.0,0.45899999999999996,2092154.0,0.359,,0.0
2021-05-01,Pennsylvania,42,1158964,26307,PA,17.0,10238628.0,799.77,10298047.0,6417965.0,0.501,4191552.0,0.327,,0.0
2021-05-01,Montana,30,109061,1574,MT,17.0,766688.0,717.35,768439.0,438618.0,0.41,347472.0,0.325,,0.0
2021-05-01,Missouri,29,601861,9250,MO,17.0,4019723.0,654.95,3931748.0,2324310.0,0.379,1701405.0,0.27699999999999997,,0.0
2021-05-01,Minnesota,27,577617,7247,MN,17.0,4421310.0,783.97,4458614.0,2675504.0,0.474,1966598.0,0.349,,0.0
2021-05-01,Alabama,01,528309,10913,AL,17.0,2617405.0,533.82,2690595.0,1599130.0,0.326,1161725.0,0.237,,0.0
2021-05-01,Alaska,02,67598,330,AK,17.0,560662.0,766.41,558538.0,307711.0,0.42100000000000004,262217.0,0.358,,0.0
2021-05-01,Arizona,04,863571,17338,AZ,17.0,5123812.0,703.94,5024014.0,2981885.0,0.41,2139453.0,0.294,,0.0
2021-05-01,Arkansas,05,335968,5741,AR,17.0,1803795.0,597.72,1811890.0,1077072.0,0.35700000000000004,777244.0,0.258,,0.0
2021-05-01,California,06,3743780,61853,CA,17.0,30820835.0,780.03,30801913.0,19444906.0,0.49200000000000005,12282199.0,0.311,,0.0
2021-05-01,Colorado,08,515125,6434,CO,17.0,4506339.0,782.52,4496780.0,2697032.0,0.46799999999999997,1901152.0,0.33,,0.0
2021-05-01,Connecticut,09,339233,8097,CT,17.0,3264326.0,915.59,3265337.0,1967859.0,0.552,1402619.0,0.39299999999999996,,0.0
2021-05-01,Delaware,10,104621,1626,DE,17.0,771295.0,792.08,752675.0,458536.0,0.47100000000000003,323760.0,0.332,,0.0
2021-05-01,District of Columbia,11,47800,1106,DC,17.0,608710.0,862.5,534948.0,341552.0,0.484,213945.0,0.303,,0.0
2021-05-01,Florida,12,2238929,35238,FL,17.0,15488105.0,721.12,15254668.0,9084980.0,0.423,6410614.0,0.298,,0.0
2021-05-01,Georgia,13,1077047,19586,GA,17.0,6386954.0,601.55,6363957.0,3732623.0,0.35200000000000004,2649030.0,0.249,,0.0
2021-05-01,Mississippi,28,311900,7199,MS,17.0,1591494.0,534.75,1594032.0,925776.0,0.311,707954.0,0.23800000000000002,,0.0
2021-05-01,Idaho,16,187728,2048,ID,17.0,1087190.0,608.37,1090846.0,610267.0,0.341,488810.0,0.27399999999999997,,0.0
2021-05-01,Illinois,17,1341493,24330,IL,17.0,9551269.0,753.74,9649377.0,5939733.0,0.469,3908928.0,0.308,,0.0
2021-05-01,Indiana,18,724895,13338,IN,17.0,4201867.0,624.14,4191535.0,2448580.0,0.364,1837863.0,0.273,,0.0
2021-05-01,Iowa,19,365228,5952,IA,17.0,2408958.0,763.52,2412431.0,1397910.0,0.44299999999999995,1089362.0,0.345,,0.0
2021-05-01,Kansas,20,311213,5025,KS,17.0,2036312.0,698.97,2133839.0,1244566.0,0.42700000000000005,932563.0,0.32,,0.0
2021-05-01,Kentucky,21,448026,6631,KY,17.0,3168055.0,709.11,3192322.0,1844395.0,0.413,1437837.0,0.322,,0.0
2021-05-01,Louisiana,22,458581,10382,LA,17.0,2709800.0,582.9,2658099.0,1498914.0,0.322,1238226.0,0.266,,0.0
2021-05-01,Maine,23,61616,789,ME,17.0,1200539.0,893.12,1214131.0,741252.0,0.551,539689.0,0.401,,0.0
2021-05-01,Maryland,24,448529,8764,MD,17.0,4859616.0,803.82,4892532.0,2958451.0,0.489,2096169.0,0.34700000000000003,,0.0
2021-05-01,Massachusetts,25,690279,17617,MA,17.0,6276416.0,910.61,6272038.0,3909748.0,0.5670000000000001,2558500.0,0.371,,0.0
2021-05-01,Michigan,26,938277,18883,MI,17.0,7216189.0,722.57,7371343.0,4285781.0,0.429,3248981.0,0.325,,0.0
2021-05-01,Hawaii,15,32882,480,HI,17.0,1239820.0,875.66,1247005.0,753539.0,0.532,511672.0,0.361,,0.0
2021-06-01,Nebraska,31,223796,2497,NE,22.0,1705003.0,881.41,1712654.0,938657.0,0.485,820629.0,0.424,,0.0
2021-06-01,Oklahoma,40,453243,7291,OK,22.0,2960989.0,748.3,2913835.0,1646316.0,0.41600000000000004,1336335.0,0.33799999999999997,,0.0
2021-06-01,Nevada,32,324262,5590,NV,22.0,2514286.0,816.29,2484888.0,1408090.0,0.457,1139340.0,0.37,,0.0
2021-06-01,New Hampshire,33,98767,1353,NH,22.0,1399503.0,1029.27,1435242.0,816244.0,0.6,669207.0,0.49200000000000005,,0.0
2021-06-01,New Jersey,34,1016490,26219,NJ,22.0,9120351.0,1026.81,9387388.0,5370011.0,0.605,4341543.0,0.489,,0.0
2021-06-01,New Mexico,35,203151,4266,NM,22.0,2153155.0,1026.86,2175282.0,1213351.0,0.579,1005056.0,0.479,,0.0
2021-06-01,New York,36,2101111,52784,NY,22.0,19707378.0,1013.05,19639212.0,10871605.0,0.5589999999999999,9143738.0,0.47,,0.0
2021-06-01,North Carolina,37,1003793,13118,NC,22.0,8161362.0,778.16,8105024.0,4556607.0,0.434,3792863.0,0.36200000000000004,,0.0
2021-06-01,North Dakota,38,109993,1543,ND,22.0,614568.0,806.45,583995.0,321763.0,0.42200000000000004,278971.0,0.366,,0.0
2021-06-01,Ohio,39,1102556,19861,OH,22.0,9919597.0,848.62,9795295.0,5370444.0,0.45899999999999996,4710678.0,0.40299999999999997,,0.0
2021-06-01,Oregon,41,201701,2703,OR,22.0,4083414.0,968.15,4112497.0,2320098.0,0.55,1920451.0,0.455,,0.0
2021-06-01,Texas,48,2948635,51689,TX,22.0,23042424.0,794.68,22385330.0,12857415.0,0.44299999999999995,10325589.0,0.35600000000000004,,0.0
2021-06-01,Rhode Island,44,151844,2712,RI,22.0,1163595.0,1098.39,1153477.0,646437.0,0.61,548366.0,0.518,,0.0
2021-06-01,South Carolina,45,593262,9736,SC,22.0,3780756.0,734.31,3765695.0,2110412.0,0.41,1741817.0,0.33799999999999997,,0.0
2021-06-01,South Dakota,46,124191,2014,SD,22.0,776228.0,877.43,780223.0,426836.0,0.48200000000000004,375491.0,0.424,,0.0
2021-06-01,Tennessee,47,848552,12356,TN,22.0,4858223.0,711.39,4769059.0,2681462.0,0.39299999999999996,2173313.0,0.318,,0.0
2021-06-01,Utah,49,406352,2302,UT,22.0,2589348.0,807.67,2571456.0,1452779.0,0.45299999999999996,1041941.0,0.325,,0.0
2021-06-01,Vermont,50,24224,255,VT,22.0,777292.0,1245.68,761491.0,440908.0,0.7070000000000001,351788.0,0.564,,0.0
2021-06-01,Virginia,51,675597,11194,VA,22.0,8379306.0,981.7,8402627.0,4727104.0,0.5539999999999999,3866205.0,0.45299999999999996,,0.0
2021-06-01,Washington,53,438918,5833,WA,22.0,7654073.0,1005.15,7647311.0,4322203.0,0.568,3553192.0,0.467,,0.0
2021-06-01,West Virginia,54,161858,2797,WV,22.0,1317423.0,735.11,1313296.0,730686.0,0.408,610103.0,0.34,,0.0
2021-06-01,Wisconsin,55,674693,7875,WI,22.0,5485994.0,942.22,5445794.0,2979990.0,0.512,2596098.0,0.446,,0.0
2021-06-01,Montana,30,111949,1613,MT,22.0,868449.0,812.56,869307.0,484289.0,0.45299999999999996,409758.0,0.38299999999999995,,0.0
2021-06-01,Pennsylvania,42,1207596,27270,PA,22.0,12614213.0,985.33,12665419.0,7489056.0,0.585,5597140.0,0.43700000000000006,,0.0
2021-06-01,Missouri,29,615552,9662,MO,22.0,4684402.0,763.25,4590319.0,2594926.0,0.423,2112842.0,0.344,,0.0
2021-06-01,Wyoming,56,60364,720,WY,22.0,395636.0,683.59,387151.0,214414.0,0.37,184236.0,0.318,,0.0
2021-06-01,Minnesota,27,601610,7520,MN,22.0,5426087.0,962.13,5461870.0,3072620.0,0.545,2604793.0,0.462,,0.0
2021-06-01,Alabama,01,544045,11156,AL,22.0,3022276.0,616.39,3109461.0,1766784.0,0.36,1433267.0,0.292,,0.0
2021-06-01,Alaska,02,69737,352,AK,22.0,612692.0,837.53,609477.0,338093.0,0.462,288024.0,0.39399999999999996,,0.0
2021-06-01,Arizona,04,881454,17628,AZ,22.0,5976666.0,821.12,5869144.0,3376964.0,0.46399999999999997,2628096.0,0.361,,0.0
2021-06-01,Arkansas,05,341450,5834,AR,22.0,2081267.0,689.66,2088394.0,1195224.0,0.396,942315.0,0.312,,0.0
2021-06-01,California,06,3791188,63260,CA,22.0,38472729.0,973.69,38465752.0,22503069.0,0.57,17104505.0,0.433,,0.0
2021-06-01,Colorado,08,546596,6723,CO,22.0,5623057.0,976.44,5606203.0,3126292.0,0.5429999999999999,2616155.0,0.45399999999999996,,0.0
2021-06-01,Connecticut,09,347563,8244,CT,22.0,4044620.0,1134.44,4041406.0,2261237.0,0.634,1913791.0,0.537,,0.0
2021-06-01,Delaware,10,108894,1661,DE,22.0,943680.0,969.11,921875.0,534442.0,0.5489999999999999,422890.0,0.434,,0.0
2021-06-01,District of Columbia,11,49000,1134,DC,22.0,790691.0,1120.36,707648.0,403411.0,0.5720000000000001,327604.0,0.46399999999999997,,0.0
2021-06-01,Florida,12,2326747,36868,FL,22.0,18821297.0,876.32,18558215.0,10589244.0,0.493,8414881.0,0.392,,0.0
2021-06-01,Georgia,13,1099410,20181,GA,22.0,7610655.0,716.81,7600749.0,4236245.0,0.39899999999999997,3407704.0,0.321,,0.0
2021-06-01,Mississippi,28,317755,7318,MS,22.0,1769527.0,594.57,1774028.0,1010932.0,0.34,807549.0,0.271,,0.0
2021-06-01,Idaho,16,192378,2092,ID,22.0,1239775.0,693.75,1243252.0,673393.0,0.377,586778.0,0.32799999999999996,,0.0
2021-06-01,Illinois,17,1386620,25233,IL,22.0,11701469.0,923.42,11829514.0,6987611.0,0.551,5088954.0,0.402,,0.0
2021-06-01,Indiana,18,747549,13628,IN,22.0,5117270.0,760.12,5091178.0,2819004.0,0.419,2390812.0,0.355,,0.0
2021-06-01,Iowa,19,371473,6057,IA,22.0,2850889.0,903.59,2848128.0,1556439.0,0.493,1385346.0,0.439,,0.0
2021-06-01,Kansas,20,315863,5115,KS,22.0,2328849.0,799.38,2430995.0,1365645.0,0.469,1120823.0,0.385,,0.0
2021-06-01,Kentucky,21,460454,7109,KY,22.0,3654599.0,818.01,3677569.0,2077352.0,0.465,1721098.0,0.385,,0.0
2021-06-01,Louisiana,22,471663,10592,LA,22.0,3091340.0,664.98,3030051.0,1666297.0,0.358,1455285.0,0.313,,0.0
2021-06-01,Maine,23,67819,825,ME,22.0,1481269.0,1101.96,1494432.0,849245.0,0.632,731870.0,0.544,,0.0
2021-06-01,Maryland,24,460207,9616,MD,22.0,6163129.0,1019.43,6199175.0,3483007.0,0.5760000000000001,2915133.0,0.48200000000000004,,0.0
2021-06-01,Massachusetts,25,707131,17883,MA,22.0,8067293.0,1170.44,8059911.0,4587271.0,0.6659999999999999,3711007.0,0.5379999999999999,,0.0
2021-06-01,Michigan,26,991174,20374,MI,22.0,8714009.0,872.55,8897431.0,4882092.0,0.489,4216249.0,0.42200000000000004,,0.0
2021-06-01,Hawaii,15,35090,497,HI,22.0,1592196.0,1124.53,1595132.0,946860.0,0.669,676487.0,0.478,,0.0
2021-07-01,Oklahoma,40,458150,7388,OK,26.0,3274030.0,827.41,3221206.0,1777242.0,0.449,1522466.0,0.385,,0.0
2021-07-01,Ohio,39,1111903,20309,OH,26.0,10703193.0,915.66,10577533.0,5642147.0,0.483,5238887.0,0.44799999999999995,,0.0
2021-07-01,North Dakota,38,110749,1559,ND,26.0,643108.0,843.91,612164.0,334750.0,0.439,296509.0,0.389,,0.0
2021-07-01,North Carolina,37,1014967,13447,NC,26.0,9285070.0,885.3,9193514.0,5109348.0,0.48700000000000004,4389800.0,0.419,,0.0
2021-07-01,Nevada,32,334255,5692,NV,26.0,2783847.0,903.8,2752317.0,1533848.0,0.498,1295849.0,0.42100000000000004,,0.0
2021-07-01,New Mexico,35,205629,4345,NM,26.0,2384423.0,1137.16,2409056.0,1321330.0,0.63,1145072.0,0.546,,0.0
2021-07-01,New Jersey,34,1023613,26463,NJ,26.0,9864834.0,1110.63,10164314.0,5591191.0,0.629,4912136.0,0.5529999999999999,,0.0
2021-07-01,New Hampshire,33,99527,1372,NH,26.0,1532741.0,1127.25,1568228.0,849998.0,0.625,762403.0,0.561,,0.0
2021-07-01,Oregon,41,208900,2808,OR,26.0,4576887.0,1085.15,4601341.0,2481285.0,0.588,2268409.0,0.5379999999999999,,0.0
2021-07-01,New York,36,2113544,53107,NY,26.0,21851024.0,1123.24,21783019.0,11699728.0,0.601,10541495.0,0.542,,0.0
2021-07-01,Pennsylvania,42,1216965,27684,PA,26.0,13914074.0,1086.87,13947480.0,8048402.0,0.629,6368540.0,0.49700000000000005,,0.0
2021-07-01,Utah,49,415750,2375,UT,26.0,2856977.0,891.15,2832258.0,1566312.0,0.489,1201088.0,0.375,,0.0
2021-07-01,South Carolina,45,597021,9826,SC,26.0,4198578.0,815.46,4180812.0,2284426.0,0.444,1996786.0,0.38799999999999996,,0.0
2021-07-01,South Dakota,46,124561,2038,SD,26.0,820728.0,927.73,824982.0,447680.0,0.506,402310.0,0.455,,0.0
2021-07-01,Tennessee,47,854430,12472,TN,26.0,5283873.0,773.72,5183055.0,2851272.0,0.418,2421025.0,0.355,,0.0
2021-07-01,Texas,48,2995274,52554,TX,26.0,25756467.0,888.28,25056122.0,13990784.0,0.483,11974642.0,0.413,,0.0
2021-07-01,Vermont,50,24412,257,VT,26.0,852491.0,1366.2,835861.0,461667.0,0.74,409864.0,0.657,,0.0
2021-07-01,Virginia,51,680564,11419,VA,26.0,9249165.0,1083.61,9270578.0,5048162.0,0.591,4433088.0,0.519,,0.0
2021-07-01,Washington,53,454087,5992,WA,26.0,8589053.0,1127.93,8583339.0,4674964.0,0.614,4163605.0,0.547,,0.0
2021-07-01,West Virginia,54,164097,2897,WV,26.0,1420441.0,792.59,1418489.0,783445.0,0.43700000000000006,668104.0,0.373,,0.0
2021-07-01,Wisconsin,55,677952,8134,WI,26.0,5918279.0,1016.46,5876933.0,3127858.0,0.537,2886653.0,0.496,,0.0
2021-07-01,Wyoming,56,62353,747,WY,26.0,423238.0,731.29,414952.0,227741.0,0.39299999999999996,199743.0,0.345,,0.0
2021-07-01,Nebraska,31,224802,2520,NE,26.0,1868788.0,966.08,1877701.0,1002343.0,0.518,924490.0,0.478,,0.0
2021-07-01,Rhode Island,44,152618,2730,RI,26.0,1278902.0,1207.24,1267424.0,685515.0,0.647,625477.0,0.59,,0.0
2021-07-01,Montana,30,113928,1666,MT,26.0,941469.0,880.88,941207.0,510906.0,0.478,458881.0,0.429,,0.0
2021-07-01,Missouri,29,636120,9924,MO,26.0,5122970.0,834.71,5027594.0,2761421.0,0.45,2403164.0,0.392,,0.0
2021-07-01,Mississippi,28,321944,7415,MS,26.0,1913415.0,642.92,1918925.0,1079390.0,0.363,888154.0,0.298,,0.0
2021-07-01,Alaska,02,70669,360,AK,26.0,660235.0,902.52,655817.0,358963.0,0.491,314489.0,0.43,,0.0
2021-07-01,Arizona,04,895347,17939,AZ,26.0,6768593.0,929.92,6648704.0,3677400.0,0.505,3140316.0,0.431,,0.0
2021-07-01,Arkansas,05,350085,5909,AR,26.0,2240617.0,742.47,2247137.0,1268867.0,0.42,1033763.0,0.34299999999999997,,0.0
2021-07-01,California,06,3866606,63709,CA,26.0,42771685.0,1082.49,42771419.0,24304553.0,0.615,19746626.0,0.5,,0.0
2021-07-01,Colorado,08,561460,6952,CO,26.0,6203544.0,1077.24,6182088.0,3342035.0,0.58,2992902.0,0.52,,0.0
2021-07-01,Connecticut,09,349387,8279,CT,26.0,4414112.0,1238.08,4413251.0,2392184.0,0.6709999999999999,2167566.0,0.608,,0.0
2021-07-01,Delaware,10,109770,1694,DE,26.0,1041382.0,1069.44,1017680.0,567064.0,0.5820000000000001,488301.0,0.501,,0.0
2021-07-01,District of Columbia,11,49362,1141,DC,26.0,865044.0,1225.71,778036.0,432968.0,0.613,369251.0,0.523,,0.0
2021-07-01,Florida,12,2331916,37913,FL,26.0,21113090.0,983.02,20827069.0,11546951.0,0.5379999999999999,9868893.0,0.45899999999999996,,0.0
2021-07-01,Georgia,13,1110606,20734,GA,26.0,8445684.0,795.46,8451006.0,4613167.0,0.434,3893218.0,0.36700000000000005,,0.0
2021-07-01,Hawaii,15,36435,515,HI,26.0,1680216.0,1186.7,1690941.0,989417.0,0.6990000000000001,733872.0,0.518,,0.0
2021-07-01,Alabama,01,550983,11352,AL,26.0,3365396.0,686.37,3461449.0,1962745.0,0.4,1601802.0,0.327,,0.0
2021-07-01,Illinois,17,1396270,25687,IL,26.0,13002032.0,1026.06,13137055.0,7543744.0,0.595,5865479.0,0.46299999999999997,,0.0
2021-07-01,Indiana,18,757671,13855,IN,26.0,5600334.0,831.87,5571664.0,3005438.0,0.446,2693550.0,0.4,,0.0
2021-07-01,Iowa,19,373960,6140,IA,26.0,3039341.0,963.32,3035681.0,1623187.0,0.514,1515827.0,0.48,,0.0
2021-07-01,Kansas,20,319626,5189,KS,26.0,2491712.0,855.28,2597344.0,1434799.0,0.49200000000000005,1224715.0,0.42,,0.0
2021-07-01,Kentucky,21,466106,7269,KY,26.0,4002943.0,895.98,4024840.0,2213979.0,0.496,1947461.0,0.436,,0.0
2021-07-01,Louisiana,22,482035,10748,LA,26.0,3380221.0,727.12,3312318.0,1789830.0,0.385,1627321.0,0.35,,0.0
2021-07-01,Maine,23,69054,859,ME,26.0,1615250.0,1201.63,1627062.0,893723.0,0.665,827255.0,0.615,,0.0
2021-07-01,Maryland,24,462571,9744,MD,26.0,6891344.0,1139.88,6930820.0,3750240.0,0.62,3394301.0,0.561,,0.0
2021-07-01,Massachusetts,25,710049,17997,MA,26.0,8858362.0,1285.22,8854484.0,4860438.0,0.705,4256952.0,0.618,,0.0
2021-07-01,Michigan,26,998847,20998,MI,26.0,9438647.0,945.11,9638695.0,5142970.0,0.515,4709737.0,0.47200000000000003,,0.0
2021-07-01,Minnesota,27,605541,7692,MN,26.0,5884070.0,1043.34,5915718.0,3218732.0,0.5710000000000001,2931705.0,0.52,,0.0
2021-07-01,Idaho,16,195166,2156,ID,26.0,1325701.0,741.83,1329942.0,707755.0,0.396,645372.0,0.361,,0.0
2021-08-01,Oklahoma,40,480635,7485,OK,31.0,3462510.0,875.04,3407747.0,1899045.0,0.48,1593808.0,0.40299999999999997,,0.0
2021-08-01,Ohio,39,1130134,20492,OH,31.0,11104423.0,949.98,10975464.0,5838607.0,0.499,5445075.0,0.466,,0.0
2021-08-01,North Dakota,38,111705,1570,ND,31.0,664629.0,872.15,633283.0,347497.0,0.456,306118.0,0.402,,0.0
2021-08-01,North Carolina,37,1049288,13651,NC,31.0,9747467.0,929.38,9653760.0,5389717.0,0.514,4598420.0,0.43799999999999994,,0.0
2021-08-01,Nevada,32,356401,5912,NV,31.0,2974860.0,965.81,2941780.0,1658242.0,0.5379999999999999,1371300.0,0.445,,0.0
2021-08-01,New Mexico,35,210416,4412,NM,31.0,2494981.0,1189.88,2519229.0,1377897.0,0.657,1202247.0,0.573,,0.0
2021-08-01,New Jersey,34,1040281,26607,NJ,31.0,10396207.0,1170.46,10708168.0,5872988.0,0.6609999999999999,5194102.0,0.585,,0.0
2021-08-01,New Hampshire,33,100657,1387,NH,31.0,1593438.0,1171.89,1625806.0,880825.0,0.648,792770.0,0.583,,0.0
2021-08-01,Oregon,41,219755,2886,OR,31.0,4750153.0,1126.23,4771863.0,2564903.0,0.608,2363696.0,0.56,,0.0
2021-08-01,New York,36,2151035,53274,NY,31.0,22997841.0,1182.19,22930221.0,12301362.0,0.632,11129951.0,0.5720000000000001,,0.0
2021-08-01,Pennsylvania,42,1230824,27855,PA,31.0,14612105.0,1141.39,14640134.0,8415916.0,0.657,6722410.0,0.525,,0.0
2021-08-01,Utah,49,432539,2451,UT,31.0,3005597.0,937.5,2985165.0,1670849.0,0.521,1437027.0,0.44799999999999995,,0.0
2021-08-01,South Carolina,45,617148,9904,SC,31.0,4422076.0,858.87,4401337.0,2416085.0,0.469,2095411.0,0.40700000000000003,,0.0
